Rank  Name                    Rating
5116.  Carl Johnson                 -21.647
5117.  Morris Shongwe               -21.652
5118.  D Powell                     -21.659
5119.  Slah Mbarek                  -21.661
5120.  John Damon                    -21.68
5121.  Iyo Pimentel                 -21.686
5122.  Magloire Yakpa               -21.687
5123.  Rogier Wassen                -21.691
5124.  F J Vetter                   -21.693
5125.  B Larsen                     -21.696
5126.  Hao Sheng Koay               -21.727
5127.  Marc Weitzel                 -21.728
5128.  Richard Levine               -21.733
5129.  J Logan                      -21.733
5130.  Lynton Franzi                -21.735
5131.  Mario Laborde                -21.737
5132.  Manas Dhamne                 -21.739
5133.  T. Farquhar                  -21.741
5134.  Peter Lamp                   -21.759
5135.  John Kern                    -21.765
5136.  Christian Sigsgaard          -21.768
5137.  Jozef Orlikowski             -21.788
5138.  Adam Anderson                 -21.79
5139.  Danny Cox                    -21.792
5140.  Dieter Bruns                 -21.794
5141.  Phillip Simmonds             -21.794
5142.  Gerardo Bonardi              -21.798
5143.  Brad Cornell                 -21.799
5144.  Tony Richards                -21.808
5145.  Brandon Burke                -21.811
5146.  R E Williams                 -21.815
5147.  George Andrews               -21.818
5148.   Wright                      -21.823
5149.  Vitaliy Pavlov               -21.828
5150.  B A Hopkins                  -21.839
5151.  Evgeni Zhelyazkov            -21.839
5152.  Jack Lowe                    -21.851
5153.  G Calmin                     -21.857
5154.  Sebastian Rieschick          -21.861
5155.  Roland Theisen               -21.864
5156.  Johannes Ingildsen           -21.866
5157.  Don Gale                     -21.873
5158.  U Corsi                      -21.874
5159.  Mike Cmaylo                  -21.891
5160.  B Morgan                     -21.894
5161.  Haruhiko Matsunaga           -21.908
5162.  Otavio Della                 -21.908
5163.  Jannick Niessner             -21.912
5164.  A G Purnell                  -21.918
5165.  Ricky Raybin                 -21.923
5166.  Christian Collange           -21.934
5167.  Alexander Peya               -21.934
5168.  Mathias Hellstrom            -21.934
5169.  Terry Hassall                -21.941
5170.  J Hill                       -21.952
5171.  Royce Deppe                   -21.96
5172.  John Mccurdy                 -21.984
5173.  Christian Lindell            -21.985
5174.  A Mountfield                 -21.986
5175.  Jim Lewallen                 -21.988
5176.  Rafael Eduardo Gonzalez Retana    -21.991
5177.  Trevor Spracklin             -21.993
5178.  Stan Myerson                 -21.994
5179.  Widyo Tetuko                 -21.994
5180.  Guido Possamai               -22.004
5181.  U Suwito                     -22.008
5182.  M White                      -22.014
5183.  Sulistyo Wibowo              -22.016
5184.  N O Stafford                 -22.018
5185.  Shane Barr                    -22.03
5186.  Georgio Bedran                -22.04
5187.  Pierre Dufour                -22.047
5188.  Rubin Perczek                -22.051
5189.  Yu Hui Lien                  -22.056
5190.  Kevin King                    -22.06
5191.  G Thorpe                     -22.068
5192.  Rick Chase                   -22.076
5193.  Bill Joiner                  -22.083
5194.  JL Cue                       -22.094
5195.  Wei Jen Cheng                -22.108
5196.  Zoltan Boroczky              -22.111
5197.  Aziz Dougaz                  -22.132
5198.  M M Griffiths                -22.138
5199.  Hitoshi Shirato              -22.167
5200.  Gaetano Longo                 -22.17
5201.  F Nakano                     -22.179
5202.  Gerald Mandl                 -22.181
5203.  Ilyas Ghouse                 -22.185
5204.  Zsolt Tatar                   -22.19
5205.  Vladimir Obradovic           -22.206
5206.  Jacky Wullur                 -22.208
5207.  Daniel Omaboe                 -22.21
5208.  Mark Taylor                  -22.213
5209.  Daniel Contet                -22.226
5210.  Raimo Ojala                  -22.228
5211.  Pierre Lemoine               -22.231
5212.  Francesco Michelotti         -22.235
5213.  R Bagot                       -22.24
5214.  Joel Hoffman                 -22.244
5215.  Hans Hartoch                 -22.247
5216.  William Altneu               -22.247
5217.  Dario Acosta                 -22.255
5218.  Ian Peter Budge              -22.258
5219.  Jeremy Smith                 -22.266
5220.  Antonio Mennella             -22.267
5221.  Sadiq Abdullahi              -22.267
5222.  Max Byrne                    -22.269
5223.  Giuseppe Verri               -22.274
5224.  Maximus Jones                -22.275
5225.  Bo Wade                      -22.283
5226.  Massimo Pelosini             -22.289
5227.  Victor Caldarelli            -22.291
5228.  J Lascelle                   -22.296
5229.  Walter Hodsdon               -22.299
5230.  Valerio Baiardo              -22.301
5231.  Mark Lewis                   -22.305
5232.  Gillian Osmont               -22.307
5233.  Alan Frey                    -22.309
5234.  Dino Prizmic                 -22.316
5235.  Jose Villarete               -22.318
5236.  Orel Kimhi                   -22.323
5237.  Tony Barbaria                -22.325
5238.  James Schor                  -22.331
5239.  Sergej Skakun                -22.343
5240.  Tom Pucci                    -22.371
5241.  Audley Bell                  -22.373
5242.  Bert Kearney                 -22.383
5243.  Ola Hellgren                 -22.385
5244.  Olivier Sajous               -22.388
5245.  Clint Murphy                 -22.389
5246.  K Stanley                      -22.4
5247.  John Evans                   -22.401
5248.  Tom Hauser                   -22.415
5249.  Rudiger Haas                 -22.417
5250.  F R Burns                    -22.418
5251.  Muhammad Althaf Dhaifullah    -22.419
5252.  Rich Andrews                 -22.427
5253.  R G Moore                    -22.433
5254.  Juan Notz                    -22.438
5255.  Hans Priller                  -22.44
5256.  Peter Dellavedova             -22.46
5257.  Justin Oneal                 -22.468
5258.  Jan Mulder                   -22.477
5259.  D Tunnock                    -22.488
5260.  Milos Dimitrijevic           -22.489
5261.  Nam Ju Bae                   -22.492
5262.  Jaroslav Vrba                -22.502
5263.  Rodney Crowley               -22.502
5264.  Jozsef Asboth                -22.507
5265.  Neville Senaratne             -22.52
5266.  Paul Groth                   -22.521
5267.  Paul Harkin                  -22.523
5268.  Nikola Mektic                 -22.54
5269.  Toyokazu Tomogane            -22.568
5270.  Raouf Ben Farhat             -22.572
5271.  Mike Briggs                  -22.575
5272.  John Arbanas                 -22.582
5273.  Ross Mcghie                  -22.586
5274.  Birger Folke                 -22.589
5275.  Bengt Aberg                  -22.599
5276.  Hussain Al Ashwak            -22.602
5277.  Gian Enrico Maggi            -22.605
5278.  Grant Golden                 -22.631
5279.  R Pinchin                    -22.632
5280.  Jorge Villanueva             -22.639
5281.  Horace Reid                  -22.641
5282.  David Sherwood               -22.652
5283.  Julian Olave                 -22.667
5284.  Rob Kuypers                  -22.669
5285.  R Mayer                      -22.672
5286.  Stephen Botfield             -22.673
5287.  Dale Fritz                   -22.682
5288.  Juan Cruz                    -22.682
5289.  Kris Goossens                -22.686
5290.  Joe Foley                    -22.687
5291.  Craig Tregonning             -22.687
5292.  Christian Duxin              -22.702
5293.  Luis Diaz Barriga            -22.708
5294.  Luis Felipe Silva             -22.71
5295.  Steve Zalenski               -22.718
5296.  Giulio Massara               -22.722
5297.  Cumhur Ongen                 -22.728
5298.  Bob Brett                     -22.73
5299.  Patrick Boza                 -22.748
5300.  Massimo Ardinghi             -22.749
5301.  O Issara                      -22.75
5302.  Finn Dag Jagge               -22.755
5303.  Gustavo Tiberti              -22.755
5304.  Fried Schmitz                -22.758
5305.  R Gates                      -22.767
5306.  Mansur Yakhyaev              -22.769
5307.  Fernando Romboli             -22.772
5308.  Will Bull                    -22.778
5309.  Klaas Visscher               -22.781
5310.  Patrick Galbraith            -22.788
5311.  Hassan Al Mousa              -22.803
5312.  Bill Bartlett                -22.807
5313.  Andrzej Licis                -22.817
5314.  Yuichiro Kimoto              -22.828
5315.  Ian Fletcher                 -22.847
5316.  U Spinelli                   -22.856
5317.  Jeff Coetzee                 -22.864
5318.  Oscar Napout                 -22.865
5319.  Dan Rastland                 -22.878
5320.  Oguz Eroglu                  -22.886
5321.  Martijn Van Haasteren        -22.886
5322.  G Roberts                    -22.888
5323.  Abdel Halem Azzi             -22.892
5324.  A M Thomas                   -22.893
5325.  Gilles Hinchcliffe           -22.909
5326.  Gary Cruth                   -22.915
5327.  R Turley                     -22.921
5328.  Allan Hitchcock              -22.927
5329.  Martin Stringari             -22.936
5330.   Hambersen                   -22.937
5331.  Guillermo Castanon           -22.943
5332.  Steve Beeland                -22.948
5333.  Brian Dunn                   -22.957
5334.  Christer Allgardh             -22.96
5335.  Asaf Raja                     -22.96
5336.  Rafael Goscinny              -22.994
5337.  Stefano Paterno              -22.999
5338.  Yung Yan Lin                 -23.028
5339.  D J Hardman                  -23.031
5340.  Jun Kato                     -23.038
5341.  Paolo Lazzari                -23.047
5342.  David Lloyd                  -23.053
5343.  Harutyun Sofyan              -23.055
5344.  Mariusz Zielinski            -23.076
5345.  Igor Sijsling                -23.076
5346.  Rouzbeh Kamran               -23.079
5347.  Dawood Sayed Hashim          -23.082
5348.  Peter Hajek                  -23.096
5349.  Chih Jung Chen               -23.101
5350.  Ronnie Fisher                -23.111
5351.  Unknown Terrade              -23.125
5352.  David Kamen                  -23.133
5353.  Hartmut Bielefeld             -23.15
5354.  Mario Visconti               -23.181
5355.  Christopher Kas              -23.196
5356.  Bill Lloyd                   -23.197
5357.  John Spiegel                 -23.214
5358.  Pieter Verstraeten           -23.226
5359.  Dieter Kapfhammer            -23.228
5360.  Michael Nugent                -23.23
5361.  Adi Kourim                   -23.233
5362.  Alberto Comas                -23.236
5363.  Jack Skelton                 -23.238
5364.  Goran Bergstrand             -23.239
5365.  Chee Leong Wong              -23.247
5366.  Hiroyuki Bamba               -23.263
5367.  Luigi Bianco                  -23.27
5368.  Tarek Ben Soltane             -23.28
5369.  Thomas Furst                 -23.282
5370.  Richard Legendre             -23.284
5371.  Toshiaki Sakai               -23.296
5372.  Jim Boyce                    -23.325
5373.  Karim Zaher                  -23.334
