Rank  Name                               Rating
767.    Grant Connell                      70.551 
768.    Chang Dae Jeon                     70.497 
769.    Joao Domingues                     70.456 
770.    Chiradip Mukerjea                  70.367 
771.    Dick Crealy                        70.309 
772.    Tommi Lenho                        70.213 
773.    Julian Ganzabal                    69.942 
774.    Facundo Bagnis                     69.941 
775.    Diego Galeano                       69.94 
776.    Aljaz Bedene                       69.852 
777.    Michael Russell                    69.821 
778.    Jozef Kovalik                      69.716 
779.    Jin Sun Yoo                        69.557 
780.    Andis Juska                         69.51 
781.    Russell Simpson                    69.454 
782.    Mariano Zabaleta                   69.403 
783.    Srinivasan Vasudevan                69.34 
784.    Nam Hoang Ly                        69.34 
785.    Facundo Diaz Acosta                69.133 
786.    Ruben Gonzales                     68.944 
787.    Ody Gabriel                        68.933 
788.    Juan Pino                          68.778 
789.    Frank Dancevic                     68.405 
790.    Jerome Potier                      68.395 
791.    S Hegna                            68.392 
792.    David Souto                        68.211 
793.    Mervyn Rose                        68.109 
794.    Dan Goldie                         68.058 
795.    Patrick Proisy                     67.889 
796.    Thomas Buchmayer                   67.791 
797.    Claude Ngoran                      67.741 
798.    Fernando Luna                      67.484 
799.    Brad Gilbert                        67.32 
800.    Thiemo De Bakker                   67.248 
801.    Van Winitsky                       67.187 
802.    Jurij Rodionov                     67.175 
803.    Scott Melville                     66.963 
804.    Marcelo Filippini                  66.951 
805.    Harshana Godamanna                 66.914 
806.    Michael Quintero                   66.708 
807.    Ilie Nastase                       66.663 
808.    Markus Zillner                     66.625 
809.    Onny Parun                         66.621 
810.    Martin Klizan                      66.618 
811.    Sherwood Stewart                   66.615 
812.    Brad Drewett                       66.592 
813.    Sergei Bubka                       66.578 
814.    Thiago Agustin Tirante             66.575 
815.    Otto Virtanen                      66.531 
816.    Alberto Martin                       66.5 
817.    Attila Balazs                      66.291 
818.    Steve Docherty                     66.264 
819.    Julio Cesar Campozano              65.943 
820.    Shu Hua Liu                        65.901 
821.    Daniel Garza                       65.874 
822.    Frank Baden                         65.86 
823.    Julien Jeanpierre                  65.846 
824.    David Sanchez                      65.825 
825.    Todd Witsken                       65.742 
826.    Alexander Zverev Sr                65.679 
827.    Bernd Karbacher                    65.379 
828.    Simone Colombo                     65.354 
829.    Juan Manuel Cerundolo              65.192 
830.    Sebastien Lareau                   64.974 
831.    Miguel Tobon                       64.846 
832.    Jens Knippschild                   64.588 
833.    Rodney Harmon                      64.559 
834.    Jhonson Garcia                     64.371 
835.    Lukas Lacko                        64.311 
836.    Erick Iskersky                     64.088 
837.    Paul Chamberlin                    64.077 
838.    Luca Van Assche                    64.041 
839.    Mariano Sanchez                    64.009 
840.    Rajeev Ram                         63.984 
841.    Dennis Matthews                    63.835 
842.    Gabriel Silberstein                63.721 
843.    Marcello Lara                      63.548 
844.    Adrian Voinea                      63.304 
845.    Maxime Huard                         63.2 
846.    Johan Van Herck                    63.152 
847.    Lamine Ouahab                      62.981 
848.    Federico Sanchez                   62.969 
849.    Mattia Bellucci                     62.92 
850.    Bartlomiej Dabrowski               62.837 
851.    Hans Simonsson                     62.747 
852.    Alfred Schwartz                    62.689 
853.    Henri Leconte                      62.643 
854.    Pat Dupre                          62.503 
855.    Ryan Russell                       62.426 
856.    Blaise Bicknell                     62.22 
857.    Luke Milligan                      62.023 
858.    Ivo Minar                          61.987 
859.    Peter Marmureanu                   61.836 
860.    Andrew Pattison                    61.819 
861.    Oscar Martinez                     61.644 
862.    Kim Tiilikainen                    61.576 
863.    Mariano Navone                     61.545 
864.    Vladimir Zednik                    61.277 
865.    Ian Flanagan                        61.18 
866.    Donald Young                       61.151 
867.    Marco Armellini                    61.098 
868.    Jonas Forejtek                     61.063 
869.    Jacques Radoux                     61.054 
870.    Mark Bailey                         60.96 
871.    Alex Obrien                        60.669 
872.    John Whitlinger                    60.627 
873.    Konstantinos Economidis            60.587 
874.    Grant Stafford                     60.551 
875.    Miguel Gallardo Valles             60.468 
876.    Igor Saric                         60.384 
877.    Agustin Calleri                    60.351 
878.    Cyril Saulnier                      60.35 
879.    Peter Fleming                      60.178 
880.    Sergiy Stakhovsky                  60.122 
881.    Arthur Schroder                      60.0 
882.    Denis Langaskens                   59.815 
883.    Bruce Derlin                       59.796 
884.    Jan Hajek                          59.792 
